Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Charlotte,United States,JM-15250,Janet Martin,11/23/2021,CA-2021-119004,28205,OFF-AR-10000390,Newell Chalk Holder,South,109,Consumer,11/28/2021,Standard Class,North Carolina,Art,0.2,1.0738,1,3.304
Technology,Orland Park,United States,PA-19060,Pete Armstrong,10/15/2019,CA-2019-129476,60462,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Central,110,Home Office,10/20/2019,Standard Class,Illinois,Accessories,0.2,67.992,5,339.96
Furniture,New York City,United States,CV-12805,Cynthia Voltz,12/25/2021,CA-2021-146780,10035,FUR-FU-10001934,Magnifier Swing Arm Lamp,East,111,Corporate,12/30/2021,Standard Class,New York,Furnishings,0,10.9096,2,41.96
Office Supplies,Urbandale,United States,CL-12565,Clay Ludtke,11/3/2020,CA-2020-128867,50322,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Central,112,Consumer,11/10/2020,Standard Class,Iowa,Art,0,22.788,2,75.96
Office Supplies,Urbandale,United States,CL-12565,Clay Ludtke,11/3/2020,CA-2020-128867,50322,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Central,113,Consumer,11/10/2020,Standard Class,Iowa,Binders,0,13.3476,6,27.24
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,8/25/2018,CA-2018-115259,43229,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",East,114,Consumer,8/27/2018,Second Class,Ohio,Fasteners,0.2,14.5348,14,40.096
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,8/25/2018,CA-2018-115259,43229,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",East,115,Consumer,8/27/2018,Second Class,Ohio,Envelopes,0.2,1.652,2,4.72
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,8/25/2018,CA-2018-115259,43229,OFF-PA-10004965,Xerox 1921,East,116,Consumer,8/27/2018,Second Class,Ohio,Paper,0.2,7.4925,3,23.976
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,8/25/2018,CA-2018-115259,43229,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",East,117,Consumer,8/27/2018,Second Class,Ohio,Envelopes,0.2,44.0316,6,130.464
Furniture,Seattle,United States,DK-13090,Dave Kipp,3/2/2019,CA-2019-110457,98103,FUR-TA-10001768,Hon Racetrack Conference Tables,West,118,Consumer,3/6/2019,Standard Class,Washington,Tables,0,165.3813,3,787.53
Office Supplies,Bristol,United States,GG-14650,Greg Guthrie,4/5/2019,US-2019-136476,37620,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,South,119,Corporate,4/10/2019,Standard Class,Tennessee,Binders,0.7,-115.7156,1,157.794
Furniture,Wilmington,United States,SC-20725,Steven Cartwright,6/12/2020,CA-2020-103730,19805,FUR-FU-10002157,Artistic Insta-Plaque,East,120,Consumer,6/15/2020,First Class,Delaware,Furnishings,0,18.3456,3,47.04
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,6/12/2020,CA-2020-103730,19805,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,East,121,Consumer,6/15/2020,First Class,Delaware,Binders,0,13.878,4,30.84
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,6/12/2020,CA-2020-103730,19805,OFF-ST-10000777,"Companion Letter/Legal File, Black",East,122,Consumer,6/15/2020,First Class,Delaware,Storage,0,63.4368,6,226.56
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,6/12/2020,CA-2020-103730,19805,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,East,123,Consumer,6/15/2020,First Class,Delaware,Envelopes,0,51.759,9,115.02
Technology,Wilmington,United States,SC-20725,Steven Cartwright,6/12/2020,CA-2020-103730,19805,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,East,124,Consumer,6/15/2020,First Class,Delaware,Phones,0,19.7316,7,68.04
Furniture,Houston,United States,AD-10180,Alan Dominguez,12/26/2018,US-2018-152030,77041,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Central,125,Home Office,12/28/2018,Second Class,Texas,Chairs,0.3,-8.579400000,3,600.558
Furniture,Bloomington,United States,PF-19165,Philip Fox,9/20/2018,US-2018-134614,61701,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Central,126,Consumer,9/25/2018,Standard Class,Illinois,Tables,0.5,-407.682,6,617.7
Office Supplies,Phoenix,United States,TS-21610,Troy Staebel,11/5/2021,US-2021-107272,85023,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",West,127,Consumer,11/12/2021,Standard Class,Arizona,Binders,0.7,-1.8308,2,2.388
Office Supplies,Phoenix,United States,TS-21610,Troy Staebel,11/5/2021,US-2021-107272,85023,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",West,128,Consumer,11/12/2021,Standard Class,Arizona,Storage,0.2,30.499,7,243.992
Furniture,Los Angeles,United States,LS-16975,Lindsay Shagiari,11/6/2020,US-2020-125969,90004,FUR-CH-10001146,"Global Task Chair, Black",West,129,Home Office,11/10/2020,Second Class,California,Chairs,0.2,-9.1602,2,81.424
Furniture,Los Angeles,United States,LS-16975,Lindsay Shagiari,11/6/2020,US-2020-125969,90004,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,West,130,Home Office,11/10/2020,Second Class,California,Furnishings,0,26.2416,3,238.56
Technology,Columbus,United States,DW-13585,Dorothy Wardle,2/2/2021,US-2021-164147,43229,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,East,131,Corporate,2/5/2021,First Class,Ohio,Phones,0.4,-11.994,5,59.97
Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,2/2/2021,US-2021-164147,43229,OFF-PA-10002377,Xerox 1916,East,132,Corporate,2/5/2021,First Class,Ohio,Paper,0.2,29.364,2,78.304
Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,2/2/2021,US-2021-164147,43229,OFF-FA-10002780,Staples,East,133,Corporate,2/5/2021,First Class,Ohio,Fasteners,0.2,6.9732,9,21.456
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,10/13/2020,CA-2020-145583,95661,OFF-PA-10001804,Xerox 195,West,134,Consumer,10/19/2020,Standard Class,California,Paper,0,9.6192,3,20.04
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,10/13/2020,CA-2020-145583,95661,OFF-PA-10001736,Xerox 1880,West,135,Consumer,10/19/2020,Standard Class,California,Paper,0,16.6568,1,35.44
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,10/13/2020,CA-2020-145583,95661,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",West,136,Consumer,10/19/2020,Standard Class,California,Art,0,3.456,4,11.52
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,10/13/2020,CA-2020-145583,95661,OFF-FA-10002988,Ideal Clamps,West,137,Consumer,10/19/2020,Standard Class,California,Fasteners,0,1.9698,2,4.02
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,10/13/2020,CA-2020-145583,95661,OFF-BI-10004781,GBC Wire Binding Strips,West,138,Consumer,10/19/2020,Standard Class,California,Binders,0.2,26.6616,3,76.176
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,10/13/2020,CA-2020-145583,95661,OFF-SU-10001218,Fiskars Softgrip Scissors,West,139,Consumer,10/19/2020,Standard Class,California,Supplies,0,18.4464,6,65.88
Furniture,Roseville,United States,LC-16885,Lena Creighton,10/13/2020,CA-2020-145583,95661,FUR-FU-10001706,Longer-Life Soft White Bulbs,West,140,Consumer,10/19/2020,Standard Class,California,Furnishings,0,20.6976,14,43.12
Furniture,Philadelphia,United States,JD-15895,Jonathan Doherty,9/5/2020,CA-2020-110366,19140,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,141,Corporate,9/7/2020,Second Class,Pennsylvania,Furnishings,0.2,10.35,2,82.8
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,9/18/2021,CA-2021-106180,94122,OFF-AR-10000940,Newell 343,West,142,Corporate,9/23/2021,Standard Class,California,Art,0,2.3814,3,8.82
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,9/18/2021,CA-2021-106180,94122,OFF-EN-10004030,Convenience Packs of Business Envelopes,West,143,Corporate,9/23/2021,Standard Class,California,Envelopes,0,5.1042,3,10.86
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,9/18/2021,CA-2021-106180,94122,OFF-PA-10004327,Xerox 1911,West,144,Corporate,9/23/2021,Standard Class,California,Paper,0,68.976,3,143.7
Office Supplies,Independence,United States,SG-20080,Sandra Glassco,12/22/2021,CA-2021-155376,64055,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Central,145,Consumer,12/27/2021,Standard Class,Missouri,Appliances,0,218.2518,3,839.43
Office Supplies,Pasadena,United States,HA-14920,Helen Andreada,9/7/2019,CA-2019-110744,91104,OFF-ST-10003656,Safco Industrial Wire Shelving,West,146,Consumer,9/12/2019,Standard Class,California,Storage,0,20.1579,7,671.93
Furniture,Newark,United States,MG-17680,Maureen Gastineau,10/22/2018,CA-2018-110072,43055,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",East,147,Home Office,10/28/2018,Standard Class,Ohio,Furnishings,0.2,12.9096,4,93.888
Technology,Franklin,United States,JE-16165,Justin Ellison,12/5/2020,CA-2020-114489,53132,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Central,148,Corporate,12/9/2020,Standard Class,Wisconsin,Phones,0,103.8015,11,384.45
Technology,Franklin,United States,JE-16165,Justin Ellison,12/5/2020,CA-2020-114489,53132,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Central,149,Corporate,12/9/2020,Standard Class,Wisconsin,Phones,0,5.998800000,3,149.97
Furniture,Franklin,United States,JE-16165,Justin Ellison,12/5/2020,CA-2020-114489,53132,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Central,150,Corporate,12/9/2020,Standard Class,Wisconsin,Chairs,0,585.552,8,1951.84
Office Supplies,Franklin,United States,JE-16165,Justin Ellison,12/5/2020,CA-2020-114489,53132,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Central,151,Corporate,12/9/2020,Standard Class,Wisconsin,Binders,0,80.6285,5,171.55
Office Supplies,Scottsdale,United States,TW-21025,Tamara Willingham,3/13/2020,CA-2020-158834,85254,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,West,152,Home Office,3/16/2020,First Class,Arizona,Appliances,0.2,17.766,5,157.92
Technology,Scottsdale,United States,TW-21025,Tamara Willingham,3/13/2020,CA-2020-158834,85254,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,West,153,Home Office,3/16/2020,First Class,Arizona,Phones,0.2,15.2388,2,203.184
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,5/31/2019,CA-2019-124919,95123,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,West,154,Corporate,6/2/2019,First Class,California,Paper,0,26.271,7,58.38
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,5/31/2019,CA-2019-124919,95123,OFF-PA-10002254,Xerox 1883,West,155,Corporate,6/2/2019,First Class,California,Paper,0,48.5392,4,105.52
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,5/31/2019,CA-2019-124919,95123,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",West,156,Corporate,6/2/2019,First Class,California,Storage,0,21.0288,6,80.88
Office Supplies,Seattle,United States,NK-18490,Neil Knudson,5/28/2019,CA-2019-118948,98105,OFF-AR-10001547,Newell 311,West,157,Home Office,6/3/2019,Standard Class,Washington,Art,0,1.7901,3,6.63
Furniture,Seattle,United States,DB-13060,Dave Brooks,3/1/2018,CA-2018-104269,98115,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,West,158,Consumer,3/6/2018,Second Class,Washington,Chairs,0.2,51.476400000,2,457.568
Office Supplies,Edmond,United States,NP-18670,Nora Paige,11/20/2020,CA-2020-114104,73034,OFF-LA-10002475,Avery 519,Central,159,Consumer,11/24/2020,Standard Class,Oklahoma,Labels,0,6.8714,2,14.62
Technology,Edmond,United States,NP-18670,Nora Paige,11/20/2020,CA-2020-114104,73034,TEC-PH-10004536,Avaya 5420 Digital phone,Central,160,Consumer,11/24/2020,Standard Class,Oklahoma,Phones,0,236.2325,7,944.93
Office Supplies,Los Angeles,United States,TT-21070,Ted Trevino,5/11/2020,CA-2020-162733,90045,OFF-PA-10002751,Xerox 1920,West,161,Consumer,5/12/2020,First Class,California,Paper,0,2.691,1,5.98
Technology,Philadelphia,United States,EM-13960,Eric Murdock,12/28/2019,CA-2019-119697,19134,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,East,162,Consumer,12/31/2019,Second Class,Pennsylvania,Accessories,0.2,1.3596,2,54.384
Office Supplies,Carlsbad,United States,RD-19900,Ruben Dartt,11/16/2020,CA-2020-154508,88220,OFF-EN-10001990,Staple envelope,West,163,Consumer,11/20/2020,Standard Class,New Mexico,Envelopes,0,13.348,5,28.4
Office Supplies,Seattle,United States,MJ-17740,Max Jones,11/7/2020,CA-2020-113817,98115,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,West,164,Consumer,11/11/2020,Standard Class,Washington,Binders,0.2,9.688,2,27.68
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,9/8/2018,CA-2018-139892,78207,OFF-AR-10004441,BIC Brite Liner Highlighters,Central,165,Consumer,9/12/2018,Standard Class,Texas,Art,0.2,2.7324,3,9.936
Technology,San Antonio,United States,BM-11140,Becky Martin,9/8/2018,CA-2018-139892,78207,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Central,166,Consumer,9/12/2018,Standard Class,Texas,Machines,0.4,-1359.992,8,8159.952
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,9/8/2018,CA-2018-139892,78207,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Central,167,Consumer,9/12/2018,Standard Class,Texas,Storage,0.2,-58.6347,3,275.928
Furniture,San Antonio,United States,BM-11140,Becky Martin,9/8/2018,CA-2018-139892,78207,FUR-CH-10004287,SAFCO Arco Folding Chair,Central,168,Consumer,9/12/2018,Standard Class,Texas,Chairs,0.3,-24.858000000,9,1740.06
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,9/8/2018,CA-2018-139892,78207,OFF-AR-10002656,Sanford Liquid Accent Highlighters,Central,169,Consumer,9/12/2018,Standard Class,Texas,Art,0.2,6.8136,6,32.064
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,9/8/2018,CA-2018-139892,78207,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Central,170,Consumer,9/12/2018,Standard Class,Texas,Appliances,0.8,-453.849,5,177.98
Technology,San Antonio,United States,BM-11140,Becky Martin,9/8/2018,CA-2018-139892,78207,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Central,171,Consumer,9/12/2018,Standard Class,Texas,Phones,0.2,8.998500000,3,143.976
Office Supplies,Los Angeles,United States,CS-12130,Chad Sievert,8/5/2018,CA-2018-118962,90004,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",West,172,Consumer,8/9/2018,Standard Class,California,Paper,0,9.8418,3,20.94
Office Supplies,Los Angeles,United States,CS-12130,Chad Sievert,8/5/2018,CA-2018-118962,90004,OFF-PA-10001144,Xerox 1913,West,173,Consumer,8/9/2018,Standard Class,California,Paper,0,53.2608,2,110.96
Furniture,Los Angeles,United States,CS-12130,Chad Sievert,8/5/2018,CA-2018-118962,90004,FUR-CH-10003817,"Global Value Steno Chair, Gray",West,174,Consumer,8/9/2018,Standard Class,California,Chairs,0.2,21.259,7,340.144
Office Supplies,Chicago,United States,JB-15400,Jennifer Braxton,9/14/2018,US-2018-100853,60623,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Central,175,Corporate,9/19/2018,Standard Class,Illinois,Appliances,0.8,-131.12,2,52.448
Office Supplies,Chicago,United States,JB-15400,Jennifer Braxton,9/14/2018,US-2018-100853,60623,OFF-LA-10003148,Avery 51,Central,176,Corporate,9/19/2018,Standard Class,Illinois,Labels,0.2,6.552,4,20.16
Office Supplies,Houston,United States,SJ-20500,Shirley Jackson,4/21/2021,US-2021-152366,77036,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Central,177,Consumer,4/25/2021,Second Class,Texas,Appliances,0.8,-243.16,4,97.264
Furniture,Newark,United States,JE-15745,Joel Eaton,11/21/2019,US-2019-101511,43055,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",East,178,Consumer,11/23/2019,Second Class,Ohio,Chairs,0.3,-11.337200000,7,396.802
Office Supplies,Newark,United States,JE-15745,Joel Eaton,11/21/2019,US-2019-101511,43055,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,East,179,Consumer,11/23/2019,Second Class,Ohio,Supplies,0.2,-3.7715,5,15.88
Office Supplies,New York City,United States,JK-15640,Jim Kriz,12/15/2019,CA-2019-137225,10009,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",East,180,Home Office,12/19/2019,Standard Class,New York,Art,0,1.4104,1,3.28
Office Supplies,Decatur,United States,DK-13150,David Kendrick,12/5/2018,CA-2018-166191,62521,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Central,181,Corporate,12/9/2018,Second Class,Illinois,Storage,0.2,1.8612,2,24.816
Technology,Decatur,United States,DK-13150,David Kendrick,12/5/2018,CA-2018-166191,62521,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Central,182,Corporate,12/9/2018,Second Class,Illinois,Accessories,0.2,76.6395,7,408.744
Technology,Monroe,United States,RM-19675,Robert Marley,11/19/2018,CA-2018-158274,71203,TEC-PH-10003273,AT&T TR1909W,South,183,Home Office,11/24/2018,Second Class,Louisiana,Phones,0,131.0296,4,503.96
Technology,Monroe,United States,RM-19675,Robert Marley,11/19/2018,CA-2018-158274,71203,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),South,184,Home Office,11/24/2018,Second Class,Louisiana,Phones,0,41.986,5,149.95
Technology,Monroe,United States,RM-19675,Robert Marley,11/19/2018,CA-2018-158274,71203,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,South,185,Home Office,11/24/2018,Second Class,Louisiana,Accessories,0,7.25,2,29
Office Supplies,Fairfield,United States,SK-19990,Sally Knutson,11/28/2020,CA-2020-105018,06824,OFF-BI-10001890,Avery Poly Binder Pockets,East,186,Consumer,12/2/2020,Standard Class,Connecticut,Binders,0,3.4368,2,7.16
Technology,Los Angeles,United States,FM-14290,Frank Merwin,8/26/2018,CA-2018-123260,90032,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,West,187,Home Office,8/30/2018,Standard Class,California,Accessories,0,22.984,8,176.8
Office Supplies,Grand Prairie,United States,AM-10360,Alice McCarthy,7/16/2020,CA-2020-157000,75051,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Central,188,Corporate,7/22/2020,Standard Class,Texas,Storage,0.2,3.7224,3,37.224
Office Supplies,Grand Prairie,United States,AM-10360,Alice McCarthy,7/16/2020,CA-2020-157000,75051,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,Central,189,Corporate,7/22/2020,Standard Class,Texas,Paper,0.2,6.255,3,20.016
Furniture,New York City,United States,MP-17470,Mark Packer,10/12/2019,CA-2019-102281,10035,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",East,190,Home Office,10/14/2019,First Class,New York,Bookcases,0.2,112.392,4,899.136
Technology,New York City,United States,MP-17470,Mark Packer,10/12/2019,CA-2019-102281,10035,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,East,191,Home Office,10/14/2019,First Class,New York,Phones,0,20.0928,6,71.76
Office Supplies,New York City,United States,MP-17470,Mark Packer,10/12/2019,CA-2019-102281,10035,OFF-PA-10000061,Xerox 205,East,192,Home Office,10/14/2019,First Class,New York,Paper,0,24.8832,8,51.84
Furniture,New York City,United States,MP-17470,Mark Packer,10/12/2019,CA-2019-102281,10035,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",East,193,Home Office,10/14/2019,First Class,New York,Bookcases,0.2,46.9764,3,626.352
Office Supplies,New York City,United States,MP-17470,Mark Packer,10/12/2019,CA-2019-102281,10035,OFF-AR-10003514,4009 Highlighters by Sanford,East,194,Home Office,10/14/2019,First Class,New York,Art,0,6.567,5,19.9
